twitter_text,category
More new photos from the Auerbach shoot of #natalieportman -  ,negative
We've got a new Thor 2 TV spot plus film running time  - ,negative
More new photos from the Auerbach shoot of #natalieportman -  ,negative
It's tidbits. It's Thor. It's Thor tidbits -  ,negative
It's tidbits. It's Thor. It's Thor tidbits -  ,negative
RT @carboncostume: How to dress up like Nina Sayers from Black Swan!  @DarrenAronofsky @natpdotcom @NPortmanFans,positive
It's tidbits. It's Thor. It's Thor tidbits -  ,negative
"@ThePlaylist A ""trailer"" for a new Natalie Portman short film - ",negative
We have #natalieportman in her new art short film for #dior and Shirin Neshat -  ,negative
@Susanita1508 Very cool,positive
"RT @Susanita1508: @natpdotcom made by me with photoshop, I hope you like it ",positive
I'm heading to Barcelona for a 2 week holiday but the site will continue updating - ,positive
Tidbits! Natalie in UK? Breaking Bad. Leon praise. And a video from ballet gala - ,positive
New poll time. Which recent Natalie Portman appearance was the best look? - ,positive
Tidbits! Knight Of Cups is almost ready! Plus Natalie is the 4th most in demand dramatic actress according to THR - ,positive
"Tidbits! Natalie talks about Jenkins leaving Thor 2, female superheroes, a new extended trailer and Joss Whedon - ",negative
Natalie Portman joined Ben at NYC Ballet gala last night -  ,negative
"A fitting link for our 5000th tweet, great behind the scenes HQ photos of Nat -  ",positive
Natalie has a Thor 2 character poster -  ,negative
Adorable new Natalie Portman photo on instagram -  ,positive
Natalie coming to Berlin. New Thor footage on the way. This and more in today's tidbits - ,negative
New poll - you know what I think of Rouge Dior campaign but what do you think? - ,negative
Super cute photos of Natalie Portman from a 2010 party for the Rodarte designers -  ,positive
New video showing the 60 year history of Rouge Dior. With Natalie appearance towards the end - ,negative
We have a translation from Grazia Germany. Where does Natalie like to hide? Click to find out - ,positive
New image from 2010 featuring Natalie Portman and Mila Kunis on stage -  ,negative
Natalie Portman talks more about her upcoming Paris move - ,negative
We have new versions of old V for Vendetta photos -  ,negative
In today's tidbits Natalie Portman talks about wanting to become French citizen - ,negative
New poll time. The accused - the new Thor 2 poster. Let the jury deliberate - ,negative
@mymonstertweets at least it wasn't on her head.,negative
@erikjtaylor certainly possible. You see her?,positive
New gallery link fixed. Hope nobody was viewing at work. Apologies :-P,positive
We've added HUGE versions of the new Thor poster and that romantic preproduction vista - ,positive
Wow. Natalie Portman looked AMAZING at a NY event last night -  ,positive
Can't wait for upcoming Natalie Portman interview by Loki himself @twhiddleston - ,negative
"That's not all, here are two more editorial snaps from Yo Dona magazine =  ",negative
STUNNING #natalieportman photos from her Tokyo trip -  ,positive
You MUST see these 3 new Natalie Portman editorial shots -  ,negative
You MUST see these 3 new Natalie Portman editorial shots -  ,negative
"More magazine goodness, this time from Grazia magazine -  ",positive
Natalie Portman rocks the cover of Madame Figaro -  ,negative
A new #thor2 poster is arrived. What do you think? -  ,negative
Behind the scenes video of Natalie Portman for Dior Rouge + new photo -  ,negative
Natalie Portman in Vanity Fair Italia! -  ,positive
A blast from the past -  ,negative
Another black and white Natalie photo gets the color treatment -  ,negative
@jawzbawz_ Seemingly left to make her writing and directing debut. Marion Cotillard is now lady macbeth.,negative
@jawzbawz_ You are. She dropped out a few days ago.,negative
"Natalie Portman in new interview for Thor, but also talks about doing Euro films, Star Wars and slapping Loki - ",negative
The September Natalie Portman calendar is here! -  ,negative
We've added 7 photos from a 2009 Natalie Portman appearance -  ,negative
Some new photos from 2007 where Natalie Portman visited Rwanda -  ,negative
Natalie Portman gets some colour -  ,negative
Pucker up -  ,negative
No Natalie in these new Thor character posters but Loki fans will enjoy - ,positive
Couple really nice new additions to a 2012 Natalie Portman shoot for Dior -  ,positive
@maxcommonn fake? Read the bio. Not a single tweet claiming to be Nat. So not sure where your confusion is coming from.,negative
@PadmeSkywalker1 wouldn't take much,negative
Even more new candids of Natalie Portman and Aleph #paparazzishadow -  ,negative
@PadmeSkywalker1 No but definitely a resemblance.,positive
Lots of Thor 2 photos including this romantic shot of Jane and Thor -  ,positive
Natalie Portman is snapped taking Aleph for a stroll -  ,negative
New poll - Tale Of Love + Darkness or Macbeth. Which should Natalie have chosen? - ,positive
@CarlozMeyer We are not Natalie. She is not on twitter.,negative
Two new Dior Rouge photos to start the day - ,negative
Natalie Portman exits stage left for Mac beth - ,negative
Hurry while it lasts. Behind the scenes video from Thor 2 - ,negative
Natalie Portman is snapped pumping gas #nowthoseareshorts - ,negative
Head over to the site for HQ updates to latest candids and Dior photos. Lots more photos coming this week.,negative
Natalie Portman looks pretty in red as she attends lunch with family -  ,positive
Natalie Portman goes for a walk with WHIZ!!! -  ,negative
Natalie Portman ditches the pink for black in new Miss Dior photos -  ,negative
@brianduffield Natalie just called your script 'great'. You're winning at life ,positive
@ThePlaylist Mathilda is not a killer. If anything the film shows she doesn't have it in her. At least not yet...,positive
Mathilda the killer? Thor 2 coming to IMAX. That and more in today's tidbits - ,negative
Great new photos of Natalie Portman from D23 photocall -  ,positive
Exclusive! Natalie Portman's directing debut aiming to shoot in 2014 - ,negative
Natalie drops Thor 3 hint + Thor 2 scenes from D23 are now online - ,negative
@theplaylist Natalie Portman to play the mom of Amos Oz in feature directorial debut.,positive
Natalie Portman to play the mother of Amos Oz in the film of his life that she is directing - ,positive
@chicchetta Great find. Thanks.,positive
"D23 roundup - vid of presentation, backstage interview with Natalie Portman and new footage description - ",negative
@thormoviesfan How about a video? About to tweet link...,negative
@iktriad Thanks man!,positive
Natalie Portman joined Tom Hiddleston at the Disney expo for a Thor panel -  ,negative
Natalie Portman on Japanese TV? We got it! -  ,negative
We have Natalie's appearance on Japanese TV! Check back tomorrow for that.,negative
New poll - what did you think of the Thor 2 trailer? - ,negative
More Natalie Portman Dior Rouge photos are up on the site -  ,negative
More Dior content coming later today...,negative
Natalie Portman in the new Dior Rouge advert -  ,negative
@MovieBryon thanks for the heads up,positive
The new Thor trailer is here! - ,negative
Check out this new Natalie drawing from Anya -  ,negative
Benjamin has some really nice words for Natalie in a new interview. That and more in today's tidbits - ,positive
"If you liked that Thor poster, here it is again in HQ resolution - ",positive
Happy anniversary to Natalie Portman and Benjamin Millepied,positive
New album from a 2010 BAFTA screening of Black Swan -  ,negative
Some new photos of Natalie Portman and Aleph out and about in LA -  ,negative
The new Thor poster is here -  ,negative
Reshoots for Thor? Natalie makes Forbes highest paid actresses list. That and more in todays tidbits - ,negative
Our Natalie Portman calendar for August is here. Dark but beautiful -  ,positive
Natalie Portman looks seriously gorgeous in this new find from a 2010 event -  ,positive
Our very own Celina rocked the Star Wars celebration with her handmade Amidala outfit - ,negative
RT @JustAnneth: @natpdotcom i knew i shouldve bought tickets D:,positive
Natalie and Ben attend JayZ and Justin Timberlake concert. What a cute couple #ambiguous -  ,positive
Natalie Portman oozes class and sex appeal in this Diorshow behind the scenes video - ,negative
Do you want Natalie Portman's directorial debut to be in English or Hebrew? - ,positive
Natalie Portman sightings and Thor 2 trailer coming August 7th in todays tidbits - ,negative
RT @AmoAmmo: @natpdotcom Via @nexusfandom MT @AgentM Official: New #ThorDarkWorld trailer debuts August 7 as part of @YouTube... ,negative
RT @SharnaCampbell: @natpdotcom Took the seatac tram with her and her cute family. Love it when celebrities don't make scenes for themselve,positive
Natalie Portman and the family are spotted in Seattle and Portland - ,negative
@ThePlaylist You guys here about Natalie Portman prepping her directorial debut? -  ,negative
Natalie Portman gears up for her directorial feature debut - A Tale Of Love And Darkness - ,positive
Natalie Portman wasn't at Comic Con but a new Thor trailer was. You can view the Marvel panel here - ,positive
The Fincher film is definitely moving ahead without Natalie. Balls. - ,positive
Natalie Portman walks on water in new shot from the Miss Dior commercial  -  ,negative
Natalie Portman possibly not doing Finchers Gone Girl because of schedule and budget? So says Variety - ,negative
"RT @TheTweetOfGod: Due to excess demand I am no longer accepting prayers for world peace, ponies, promotions, sports victories or a night w",positive
New poll to see what you think of Natalie being linked to Fincher's upcoming Gone Girl - ,negative
Natalie Portman and the family are in San Francisco - ,negative
@kasa11181 thanks for info. Hopefully the video will surface.,positive
@xox__kanna cool thanks so much. Is video not online to view somewhere?,positive
Any Japanese Natalie Portman fans want to help find this tv appearance? -   ,positive
@TheKatiePett No Strings Attached,negative
@kelutsen Yup and makes Natalie even cuter when she's around him.,positive
You heard it here first - Natalie Portman will not be attending #SDCC this year :-( - ,negative
A classic shot of Natalie Portman and Meryl Streep on Oscar night -  ,negative
Some great HQ new old pics of Natalie Portman and Zac Posen from back in the day -  ,positive
Had some internet problems but they are sorted now so let's catch up with some Natalie updates...,negative
RT @TheKatiePett: Watching the movie #CLOSER &amp; almost forgot how much I  @natpdotcom &amp; @judelaw_  #HeartBreaker #Beautiful,negative
"Natalie Portman is linked to David Fincher's new thriller ""Gone Girl"". Ben Affleck is set to star - ",positive
@firedragongold Love is a strong term but fair enough :-P,positive
"@firedragongold Probably not long after photoshop was launched. Pen, paintbrush, wacom or fingers...the tool is irrelevant.",positive
Another seriously amazing piece of Natalie Portman fanart from Kris -  ,positive
"Natalie Portman and fam visited park on Sunday, resulting in some crazy cute pics -  ",positive
Natalie Portman and the family visited Little Tokyo on Friday - ,negative
@Glenda85629139 More fanart like that will be coming.,positive
@_CataP Nope. Just a lot of fake accounts.,negative
@Glenda85629139 Yup I love it. More to come.,positive
This Natalie Portman fanart wins the internet -  ,positive
Get this casual Natalie Portman outfit - ,positive
"News roundup - Natalie Portman in Tahiti, might be going to comic con and new publicists - ",negative
This Natalie Portman promo photo for Thor 2 is missing something #focus -  ,negative
We also have a few new photos from the appearance -  ,negative
Check out these cellphone fan vids of Natalie Portman's appearance in Ginza last week - ,positive
Finally time for a new Natalie Portman poll. Please take 30 seconds to vote - ,positive
@olamasalska What I want are people submitting fanart first. If you have some time to do a couple pieces that would be great :-),positive
@olamasalska But if I said I would post it then it must have fallen through the cracks of the holiday season. Sorry about that.,negative
@olamasalska Remember what year? I take it it wasn't meant to be the official calendar? Cos I do prefer just one calendar per month.,negative
Still hoping some graphic artists out there will volunteer their talents so that we can bring some new talent on board #contactme,positive
Here is our Natalie Portman calendar for July - ,negative
@TheRub14 kind of you to say,negative
New images of Natalie Portman filming a mystery project -  ,negative
Check out Ewan's look for #jgag - ,negative
Val Kilmer aims for the fences with a new idea for Heat 2 - ,negative
Natalie Portman visited the Dior store in Tokyo's Ginza district -  ,negative
"Tidbits! Natalie Portman gives her dress to teen for prom, will a Malick film play Venice and Chvrches! - ",positive
First proper photos of Natalie Portman in Tokyo -  ,negative
Yup Natalie Portman is in Tokyo but for Dior - ,negative
Natalie Portman flies out of LAX. Maybe back to #jgag? -  ,negative
Natalie Portman flies out of LAX. Maybe back to #jgag? -  ,negative
Natalie Portman flies out of LAX. Maybe back to #jgag? -  ,negative
Not to mention a great report about Natalie and bff Rashida Jones hitting the dance floor - ,positive
"New photos of Natalie from benefit gala added, including this one with Reese Witherspoon -  ",positive
RT @BornThisWayBlog: New on #MyFirstGayCrushBlog - Erin Loves Natalie Portman! @natpdotcom - Read it here -  ,positive
Natalie Portman looked great at gala benefit last night -   ,positive
@iktriad great thanks,positive
@iktriad saw that a couple days ago and it'll be in next tidbits update. Don't th ink it's thaaat big of a gesture tho.,negative
@nanacatira @GianGinoble Natalie is not on twitter. We are not her and anyone else claiming to be her is fake.,negative
Natalie Portman in new Rouge Dior campaign #mustsee -   ,negative
Natalie was named @peta sexiest vegetarian in 2002. Time for this years vote - ,negative
Thor 2 has a new composer + if you have never seen Natalie;s casting vid for Leon...both featured in todays tidbits - ,negative
So what do you make of the new film project link - Dare Me? New poll here - ,negative
We have larger untagged photos from Natalie Portman's Paris Match set -  ,negative
RT @iktriad: @natpdotcom You can vote now for Natalie as Sexiest Vegetarian of 2013 ,negative
New video find of Natalie Portman behind the scenes for Miss Dior Cherie - ,negative
Heard from our source. The Dare Me offer is legit (no surprise as Deadline are normally accurate) and Natalie's part is starring role.,positive
Natalie Portman being sought for cheerleader coach in adaptation of the dark novel Dare Me - ,positive
Natalie Portman in Paris Match. New photo shoot? More please! -  ,positive
Would you snap a sneaky photo of Natalie or would you respect her privacy? Be honest in our new poll - ,positive
Tidbits! Natalie Portman's new short film to play Paris in the fall and she might have attended RPatz Dior event - ,positive
Natalie Portman and Ben snapped in an airport. Spent the birthdays with Nat's grandmother in Cincinnati? - ,negative
Natalie Portman DVD boxset coming to Germany and they have a brand new photo on the cover -  ,negative
"We've passed 7000 followers! You guys rock and trust me, we're going to have an exciting couple of Natalie news years coming up.",positive
"Happy birthday to Benjamin. Natalie, Ben, Aleph and Natalie's mom have bdays separated by 3 days - ",positive
@tomato7717 One of my best online friends is Korean. She studies in Seoul and comes from Wonju.,positive
@tomato7717 I am not Natalie but thanks anyway. Koreans are cool :-),positive
We say goodbye to Portmania for another year - ,negative
Happy 32nd birthday to Natalie Portman,positive
UK fans can celebrate Natalie's birthday with free Black Swan screening in Brighton and Hove. Details here - ,positive
Portmania day 4 - ,negative
@Rogerwhutwhut And without much fanart this year :-\,negative
Portmania day 3 brings a new animated gif and...Alf - ,negative
@GeradelPiero  There is some confusion as to the actual date but Ben clearly said the date of birth was June 7th.,positive
"Happy birthday to Natalie Portman's son, Aleph!",positive
Portmania Day 2 -  ,negative
Joel Edgerton talks about #jgag and #starwars - ,negative
Natalie fanart today in the form of a drawing and a calendar wallpaper -  ,negative
@flickafeather open vaginas are a very good source of light.,positive
@flickafeather she recorded something for a promotional video.,negative
Portmania day 1 is here - ,negative
Natalie fanart today in the form of a drawing and a calendar wallpaper -  ,negative
Natalie fanart today in the form of a drawing and a calendar wallpaper -  ,negative
Natalie fanart today in the form of a drawing and a calendar wallpaper -  ,negative
Natalie fanart today in the form of a drawing and a calendar wallpaper -  ,negative
"Tidbits! #jgag gets a new cast member, a first pic and Nat to chair event for LA Dance Project - ",negative
"Tidbits! Portmania is coming, film (non) updates, Nat in new vid for @HadassahUK and some Malick news - ",negative
@yuyiya7 yup that's a classic,negative
The June calendar is here. 3 size resolutions available on the main site -  ,negative
"If you missed it on the main site, Natalie Portman is back in LA and we have tons of photos of her arrival - ",negative
@anyascollywogs Your twitter name is similar to hers. Drawings added to ,negative
Check out these new Natalie drawings from Anya - ,negative
@anyascollywogs Love Closer. Going to add drawings now. Are you a kaya scodelario fan?,positive
@ariel96925521 We are not Natalie. We just run the site.,negative
Was Natalie's ballet appearance look a knockout or a letdown? New poll time - ,negative
Get the Natalie Portman look -  ,negative
Trouble behind the scenes of Thor 2? This is very much just a rumour - ,negative
Today's tidbits has Natalie in Paris sightings and some Thor 2 updates - ,negative
It's almost that time of year. We need your creativity for #portmania15,positive
Some great new Natalie Portman Dior outtakes -  ,positive
Good news for #jgag as it lands distribution deals. Plus Emmerich talks about life on set - ,positive
"Added some Natalie Portman photos from ballet event, including this stunner -  ",negative
RT @womensweardaily: Natalie Portman taking French lessons with Alber Elbaz at the performance of the L.A Dance Project in Paris. ,negative
We have 3 new photos from one of Natalie Portman's first ever photoshoots -  ,negative
Get Natalie Portman's contrast sweater. Or don't. Your call. - ,negative
And Natalie will be permanently moving to France in spring of 2014 - ,negative
Looks like it might be a Cannes visit for Natalie Portman tomorrow. Let's wait and see... - ,positive
Natalie Portman and Aleph are in Paris - ,negative
@anyascollywogs hey nice. If I do think update with this on the weekend please send a reminder.,positive
"Tidbits! - #jgag worries buyers, Ewan ready to start work and Franco thinks Your Highness sucks - ",negative
Natalie Portman and Aleph attended the Frieze Art Fair on the weekend - ,positive
The first publicity still for #knightofcups features Natalie -  ,negative
Of the 4 actors cast as the villain in #jgag who excited the most? New poll over here - ,negative
@publicfutility It wasn't a documentary.,negative
Macbeth has financing from StudioCanal and Film4. Will film early 2014 - ,negative
@YoJohanaTu nope,negative
Natalie Portman almost starred in Gravity. The trailer is now here and I am depressed - ,negative
@YoJohanaTu Thor 2 in November,negative
Natalie Portman holds on to a heavy Aleph in new set of candids -  ,negative
We have some new old photos of Natalie Portman from a 2012 shoot -  ,negative
Natalie Portman's Malick films might not be as challenging as usual Malick films - ,negative
Natalie showing leadership on the set of #jgag - ,negative
Ewan McGregor joins #jgag to complete the Star Wars reunion of the 3 main cast members - ,negative
Guest list be damned. Natalie Portman did not attend the MET Gala but was seen in Los Feliz  - ,negative
"It's mostly silent, is for a Dior installation and is around 10 minutes long - ",negative
Natalie Portman's short filmed with Shirin Neshat is called Through The Abyss - ,negative
Tomorrow she'll be in NY for the MET Gala.,negative
Natalie Portman was snapped while shopping at health store in LA - ,negative
We have some photos from Natalie Portman's secretive short film for Shirin Neshat -  ,negative
@kundiko We are not Natalie :-),negative
We've added some great HQ photos of Natalie Portman from 2010 -  ,positive
New Poll - So how do you feel about Natalie Portman doing Macbeth? - ,negative
RT @CMGNationalNews: @natpdotcom She hasn't changed at all over 14 years! ,negative
Joel Edgerton talks #jgag and Pride &amp; Prejudice &amp; Zombies has a new director and star - ,negative
Bradley Cooper leaves #jgag - ,negative
The pros and cons of Natalie Portman doing Macbeth - ,negative
Natalie Portman has her next film lined up - playing Lady Macbeth opposite Michael Fassbender's Macbeth - ,positive
Breaking news. Natalie Portman joins Fassbender in a remake of Macbeth - ,negative
Here is your Natalie Portman wallpaper calendar for May -  ,negative
She finally appears! Natalie Portman attended Gathering Of Nations and we have photos from the event - ,negative
New poll time. What did you think of the Thor 2 trailer? - ,negative
Ok so it will be Natalie Portman's second MET Gala appearance #whoops - ,positive
Make sure you check out our HQ Thor 2 trailer screen captures -  ,positive
@siksounz The comic? Unfortunately it was too expensive to continue.,negative
Guess who is on the guest list for the MET gala. Incredibly it will be Natalie's first appearance - ,negative
"Tidbits! Braff to finally followup Garden State, Ramsay heads to Cannes and Natalie falls - ",negative
The Thor 2 trailer is here and it's epic - ,negative
Here's the first look at the Thor 2 trailer - ,negative
The first Thor 2 photo featuring Natalie Portman is finally here. HQ version at the site -  ,negative
New Natalie Portman photo surfaces from a naughty 2007 public appearance -  ,negative
"Thor 2 poster is here without Natalie, but she'll get her own character poster I'm sure -  ",positive
2010 Natalie Portman photo seen for the first time in colour -  ,negative
Really great new Natalie Portman drawing for you guys -  ,positive
How about some #jgag tidbits. Finally some positive news from the set. Plus Natalie spotted dining with family - ,positive
"Todays tidbits include 7 inch Natalie Portman, Malick scissors and does Untitled have a title yet - ",negative
New poll. So just how excited are you for that upcoming Thor 2 trailer? - ,positive
Thor 2 trailer will be here soon. In the meantime you can read a description of the trailer - ,negative
My oh my. Love this Natalie Portman shot from DuJour and Dior  -  ,positive
"Jane gets her husband. And it's an actor who was in Natalie's second feature film, Beautiful Girls -  #jgag",positive
Are you pumped or slumped about Bradley Cooper joining #jgag? - ,negative
Remember that smoking hot vid of Nat and Fassy at the football game? Here's a better look - ,positive
"RT @FINCA: Natalie Portman:""Id rather talk about FINCA than what dress Im wearing or who Im dating""  5 Celebs d ...",negative
Rumours say Natalie Portman is not showing up on set on #jgag  but they are wrong wrong wrong - ,negative
Bradley Cooper tries to kill Natalie Portman in #jgag We have our villain. Again. - ,negative
Take a look at Natalie Portman in Israel in 1995 #gonnabespecial -  ,negative
Here's the first look at Natalie Portman in Thor 2 - ,negative
RT @cyd_denning: when ashton kutcher makes natalie portman a period mix tape&gt;&gt; haha #favoritepart ,positive
Warm up for Thor 2 trailer with Marvel Phase 2 preview - ,positive
RT @AmoAmmo: @natpdotcom Magorium is on ITV2 tonight at 6:30 and on ITV2+1 at 7:30pm. #uktv,negative
Here are the Charlie Awards winners. A big thanks to all who voted - ,positive
We have added several HQ miss dior promos of Natalie Portman to the site - ,negative
Where is dazza? - ,negative
#jgag theory number 15 - Natalie and Ramsay had a falling out. Surprised this one took so long - ,positive
Two new Natalie Portman Dior photos emerge from the pool -  ,negative
The final charlie awards category is here. Rate the Natalie year of 2012 - ,positive
Yet more insight into #jgag from THR. Fascinating stuff - ,positive
@AntonAqdw Creepy. Doubly creepy because we aren't Natalie.,negative
@AntonAqdw Great :-),positive
Get the latest #jgag news including the 3 actors being looked at to replace Jude Law - ,negative
@RealNataliePort Don't follow fake Natalie accounts.,positive
@ztp125 She's never had one. All fakes.,negative
@jtwvl Yes. Check the site for the post from yesterday.,positive
Jane Got A Gun has officially started filming. Whew! - ,negative
Charlie Awards: Best Natalie Drawing of 2012 - ,positive
"Now Jude Law leaves the film as well. Holy moly, if they can pull a great film out of this they all deserve medals - ",positive
Jane Got A Gun has a new director. Hit the link to see who it is - ,negative
The producers insist the production will go ahead and they are looking for a replacement. Natalie must be furious - ,negative
Holy shit. Production begins on Jane Got A Gun but director Lynne Ramsay is a no show.,negative
RT @MagnumPrime: Natalie Portman | 25 Child Stars Who Made It | Photo 1 of 24 |  ,negative
Is Natalie Portman heading back to the UK for Thor 2 reshoots? That and more in today's tidbits - ,negative
@iktriad Finally getting to it now. Thanks!,positive
Charlie Awards: Best Wallpaper of 2012 - ,positive
I cannot wait for the first footage of Natalie Portman in Malicks 2 new films - ,negative
Charlie Awards: Most Frustrating Missed Opportunity - The 2012 films that got away - ,positive
Another edition of Get The Natalie Portman Look. This time - leggings! - ,negative
A hot new photo of Natalie Portman from Miss Dior -  ,negative
Charlie Awards: Most Anticipated Linked Film - ,positive
"Speaking of Jane Got A Gun, we have a new poll up about Fassy leaving and Jude joining - ",negative
"To clarify, Jude Law is playing the husband role who also happens to be the leader of the outlaw gang. Edgerton now plays Nat's ex lover.",positive
Fassbender out and Jude Law in for Jane Got A Gun. Filming begins in April - ,negative
Natalie Portman's Austin set Malick film sounds raunchy according to cast member - ,negative
Charlie Awards: Your Most Anticipated Upcoming Natalie Portman Film - ,positive
Miss Dior page in Harpers Bazaar - ,negative
Charlie Awards: Best Video - Watch them all again and then vote! - ,positive
@picperfectionz That video is up for a charlie award which you'll be able to vote for in around 10 minutes.,positive
Natalie Portman's signature up for grabs in this charity auction - ,positive
The Charlie Awards - Best Photo Of Aleph - ,positive
Did you like the Oscar after party pics? Well make sure you take a look at the photos we've added - ,positive
@AnggieBCH She is not on twitter.,negative
@AnggieBCH I am a guy from south Africa. Make sense now?,negative
Did the month of Dior rock your world or just tire you out? New poll - ,negative
Natalie Portman goes shopping and shows off another animal themed item of clothing -  ,negative
@HeYNaH_ Awesome looks good,positive
The Charlie Awards - Best Natalie Portman Public Appearance of 2012. Vote now! - ,positive
"We have a new Natalie Portman drawing up, which you can own if you want to drop some cash -  ",negative
@iktriad Great thanks.,positive
@dr_gonzo1968 Natalie is not on twitter. Any account you were following was a fake.,negative
@CidEnzoo We are not Natalie Portman. She does not have Twitter.,negative
Pride and Prejudice and Zombies is coming back to life with Natalie Portman still producing - ,negative
The Charlie Awards - Worst Natalie Portman News of 2012...vote now! - ,negative
Check out our awesome new Natalie Portman wallpaper calendar for March -  ,positive
We have new candids of Natalie out and about in LA -  ,negative
Finally time for a new poll. Did you prefer the Dior short film or the behind the scenes vid more? - ,negative
"Imagine driving along, turning your head and seeing Natalie in the car next to you -  ",negative
Charlie Awards - What was the best Natalie Portman news from 2012? Vote now! - ,positive
Finally here is our album of Natalie Portman at the Oscar after party -  ,positive
Natalie Portman is at the Vanity Fair Oscar party. Will have more later in the day -  ,positive
The Charlie Awards - Best Magazine Photo. Vote now! -  ,positive
"Every year we do our annual charlie awards, which look back at the previous Natalie Portman year. Today we finally begin with...",positive
The behind the scenes vid for Miss Dior film may be even better than the final product -  ,positive
The behind the scenes vid for Miss Dior film may be even better than the final product -  ,positive
The full Miss Dior ad/film has arrived! -  ,negative
Natalie Portman is featured on the cover for Eva Magazine  -  ,negative
Natalie Portman looks STUNNING in this video interview for Dior -  ,positive
Natalie Portman looks STUNNING in this video interview for Dior -  ,positive
Natalie Portman and the family (and Whiz!!!) are photographed at the beach -  ,negative
"Tidbits! Santoro talks Jane, Intouch talks Santoro, Jane wants extras willing to get in touch with their naked side - ",negative
This damn short film better be amazing with the amount of build up they're putting into it :-P,positive
Not to mention 2 more teaser trailers for the short film - ,negative
Dior has a Tumblr showing off great shots from the Miss Dior campaign -  ,positive
Natalie Portman takes the whole family whale watching -  ,negative
Make sure you check out the website for the upcoming Dior film -  ,positive
We have 1 trailer and 2 teasers for upcoming Natalie Portman Sofia Coppola Dior short film - ,negative
"@Evatarida Yeah, I can kinda see that.",positive
Check out this new Natalie Portman drawing -  ,negative
Did you like Natalie Portman's horsey sweater? Well you can possibly get one for yourself - ,positive
James Franco tells Kimmel that Natalie Portman acted in a film for the UCLA class that he teaches - ,negative
Happy Valentines Day and Happy Birthday to us! - ,positive
"Wow, Natalie Portman looks amazing in this extended Dior Overcurl video - ",positive
Natalie Portman makes an appearance in a new video titled The Story Of Miss Dior -  ,negative
We've added 6 new Natalie Portman Dior photos to the site -  ,negative
We've added 6 new Natalie Portman Dior photos to the site -  ,negative
"Get it while it's hot, the Natalie Portman - Sofia Coppola Miss Dior tv spot has arrived - ",negative
Well hello there. Here is a sneak peek at the new Natalie Portman Dior advert - ,positive
New Dior ad airs during Grammys. That and more in today's tidbits - ,negative
Natalie Portman must really love horses. Check out these new candids from yesterday -  ,positive
@Yira99 Click the gear icon top right and then click on direct messages. Look through there to see if there are messages you didn't write.,positive
@HeYNaH_ don't think I have but check your sent dms to be sure.,positive
A dozen messages a week I should say. Make sure no unknown 3rd party apps have access to your account in settings and change password.,positive
Natalie fans. Check your sent direct messages in Twitter. I get at least a dozen messages from twitter accounts that have been hacked.,negative
"Another new set of Natalie candids, but these get filed under ""icky"" - ",negative
@AldoZamorano Thanks but already posted 2 months ago.,positive
@Rogerwhutwhut ThAnkSS,negative
We have the HQ version of that great new Natalie Portman dior advert -  ,positive
Get the Natalie Portman look. Black sweater and Dior sunglasses edition - ,negative
Natalie Portman looks like she had a great time in this classic candid lunch outing -  ,positive
"In todays tidbits - Rodrigo joins Jane, Marvel phase 2 broken down and Natalie magazines up for grabs - ",negative
"So, what do we think of this Dior ad? It's new poll time - ",negative
Natalie Portman and her family headed down to the flea market this weekend -  ,negative
We've added screen captures from the new Dior behind the scenes video -  ,negative
"If you're not in Natalie Portman heaven yet, this might get you there -  ",positive
The february Natalie calendar has arrived -  ,negative
We've added several great new Natalie Portman Dior photos -  ,positive
Big day of Natalie Portman content coming up on the site. Stay tuned.,negative
If you tried to view yesterdays vid on your phone you probably got the wrong one. Now a direct link on the site - ,negative
Drop what you're doing and make a beeline for this behind the scenes video of Natalie Portman from Diorshow shoot - ,negative
Are we liking these Dior print ads? Personally I'm not a fan - ,positive
"Tidbit roundup! First official Thor 2 pic, Natalie on Hollywood cry face list and possibly spotted in UK - ",negative
A new rare vintage photo of a 12 year old Natalie Portman -  ,negative
"Remember those Star Wars re-releases in 3D? Well, episode 2 and 3 aren't happening anymore - ",negative
We've added a couple gorgeous HQ versions of old Finca Natalie Portman photos -  ,positive
@invalidia Cool :-),positive
@Team_Kourtney Paris is in France...,negative
Happy or sad about Natalie Portman moving to Paris? Let us know in our new poll - ,positive
@nataliepbr I don't think it's likely but maybe we'll get lucky :-),positive
@ztp125 her Paris trip was very short.,negative
That was quick. Natalie Portman lands back in LA -  ,negative
"The new  banner is up. Hope you guys like it. And if not, well, guess you should have voted more - ",positive
Did I say 3 photos? Here's a 4th great new Natalie Portman Miss Dior shot -  ,positive
"Here we go, 3 new Miss Dior photos + news that a new Sofia Coppola directed TVC on the way -  ",negative
@thamei Sure you can :-) You wouldn't have to if I wasn't stuck at work.,positive
@Mbourven keep dreaming,negative
Stay tuned. We have some amazing new Natalie Portman content coming later.,positive
"That was quick, here are photos of Natalie leaving LA and arriving in Paris. House hunting? -  ",negative
@cesarlino09 she's already married to a French guy. I bet his toast is great.,positive
@cesarlino09 view the link,negative
"Breaking news. Goodbye LA, hello Paris. Natalie Portman and her family are going to live in France - ",negative
Two MUST SEE new Dior photos of Natalie Portman -  ,negative
We have some photos from Natalie Portman's visit to Nobu restaurant a few days ago. Turns out Ben was also with her - ,negative
@HeYNaH_ 40 bucks and its yours :-),positive
Another edition of Get The Natalie Look - ,negative
